318842,0,16:46:20,75.40,72.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,0,0,0,0,1
318842,1,16:46:20,76.40,73.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,1,-1,1,1,1
318842,2,16:46:20,77.40,74.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,2,-2,2,2,1
318842,3,16:46:20,78.40,75.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,3,-3,3,3,1
318842,4,16:46:20,79.40,76.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,4,-4,4,4,1
318842,5,16:46:20,80.40,77.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,5,-5,5,5,1
318842,6,16:46:20,81.40,78.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,6,-6,6,6,1
318842,7,16:46:20,82.40,79.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,7,-7,7,7,1
318842,8,16:46:20,83.40,80.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,8,-8,8,8,1
318842,9,16:46:20,84.40,81.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,9,-9,9,9,1
318842,10,16:46:20,85.40,82.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,10,-10,10,10,1
318842,11,16:46:20,86.40,83.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,11,-11,11,11,1
318842,12,16:46:20,87.40,84.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,12,-12,12,12,1
318842,13,16:46:20,88.40,85.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,13,-13,13,13,1
318842,14,16:46:20,89.40,86.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,14,-14,14,14,1
318842,15,16:46:20,90.40,87.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,15,-15,15,15,1
318842,16,16:46:20,91.40,88.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,16,-16,16,16,1
318842,17,16:46:20,92.40,89.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,17,-17,17,17,1
318842,18,16:46:20,93.40,90.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,18,-18,18,18,1
318842,19,16:46:20,94.40,91.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,19,-19,19,19,1
318842,20,16:46:20,95.40,92.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,20,-20,20,20,1
318842,21,16:46:20,96.40,93.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,21,-21,21,21,1
318842,22,16:46:20,97.40,94.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,22,-22,22,22,1
318842,23,16:46:20,98.40,95.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,23,-23,23,23,1
318842,0,16:46:20,75.40,72.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,0,0,0,0,1
318842,1,16:46:20,76.40,73.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,1,-1,1,1,1
318842,2,16:46:20,77.40,74.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,2,-2,2,2,1
318842,3,16:46:20,78.40,75.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,3,-3,3,3,1
318842,4,16:46:20,79.40,76.40,604.70,508.40,96.30,20.40,16.50,12.60,40.74,-73.99,15.40,40.65,-73.90,16.20,5,4,-4,4,4,1
